step,day,hour,total_biomass,leaf_biomass,stem_biomass,root_biomass,leaf_allocation_fraction,stem_allocation_fraction,root_allocation_fraction,allocation_efficiency,cumulative_biomass_gain,daily_biomass_gain,sink_strength,step_count,last_update
559,24,6,3.7726,2.2693,0.6004,0.9028,0.6149,0.1549,0.2302,1,3.7264,0.2138,0.0026,561,2025-10-18T21:53:54.536438
560,24,7,3.7903,2.2802,0.6032,0.9069,0.6149,0.1549,0.2303,1,3.7441,0.2314,0.0021,562,2025-10-18T21:53:54.556261
561,24,8,3.8048,2.2891,0.6054,0.9102,0.6149,0.1549,0.2303,1,3.7586,0.2460,0.0017,563,2025-10-18T21:53:54.576680
562,24,9,3.8166,2.2964,0.6073,0.9130,0.6148,0.1549,0.2303,1,3.7704,0.2578,0.0014,564,2025-10-18T21:53:54.597428
563,24,10,3.8265,2.3025,0.6088,0.9152,0.6148,0.1549,0.2303,1,3.7803,0.2677,0.0012,565,2025-10-18T21:53:54.617658
564,24,11,3.8352,2.3078,0.6101,0.9172,0.6148,0.1549,0.2303,1,3.7890,0.2763,0.0011,566,2025-10-18T21:53:54.639164
565,24,12,3.8428,2.3125,0.6113,0.9190,0.6148,0.1549,0.2303,1,3.7966,0.2840,0.0009,567,2025-10-18T21:53:54.662719
566,24,13,3.8497,2.3167,0.6124,0.9206,0.6148,0.1548,0.2304,1,3.8035,0.2908,0.0008,568,2025-10-18T21:53:54.683636
567,24,14,3.8559,2.3205,0.6133,0.9220,0.6148,0.1548,0.2304,1,3.8097,0.2970,0.0008,569,2025-10-18T21:53:54.706196
568,24,15,3.8615,2.3240,0.6142,0.9233,0.6148,0.1548,0.2304,1,3.8153,0.3026,0.0007,570,2025-10-18T21:53:54.728539
569,24,16,3.8666,2.3272,0.6150,0.9245,0.6148,0.1548,0.2304,1,3.8204,0.3078,0.0006,571,2025-10-18T21:53:54.750220
570,24,17,3.8714,2.3301,0.6157,0.9256,0.6147,0.1548,0.2304,1,3.8252,0.3126,0.0006,572,2025-10-18T21:53:54.770260
571,24,18,3.8758,2.3328,0.6164,0.9266,0.6147,0.1548,0.2304,1,3.8296,0.3170,0.0006,573,2025-10-18T21:53:54.789856
572,24,19,3.8800,2.3354,0.6171,0.9275,0.6147,0.1548,0.2305,1,3.8338,0.3211,0.0005,574,2025-10-18T21:53:54.809420
573,24,20,3.8838,2.3377,0.6177,0.9284,0.6147,0.1548,0.2305,1,3.8376,0.3250,0.0005,575,2025-10-18T21:53:54.830108
574,24,21,3.8874,2.3399,0.6182,0.9293,0.6147,0.1548,0.2305,1,3.8412,0.3286,0.0005,576,2025-10-18T21:53:54.850690
575,24,22,3.8910,2.3421,0.6188,0.9301,0.6147,0.1548,0.2305,1,3.8448,0.3321,0.0005,577,2025-10-18T21:53:54.870972
576,24,23,3.9202,2.3601,0.6233,0.9368,0.6147,0.1548,0.2305,1,3.8740,0.3614,0.0070,578,2025-10-18T21:53:54.890886
577,25,0,3.9741,2.3930,0.6317,0.9494,0.6078,0.1565,0.2357,1,3.9279,0.0000,0.0066,579,2025-10-18T21:53:54.912115
578,25,1,4.0234,2.4230,0.6394,0.9610,0.6078,0.1565,0.2357,1,3.9772,0.0493,0.0057,580,2025-10-18T21:53:54.933160
579,25,2,4.0661,2.4489,0.6461,0.9711,0.6078,0.1565,0.2357,1,4.0199,0.0920,0.0048,581,2025-10-18T21:53:54.955429
580,25,3,4.1026,2.4712,0.6518,0.9797,0.6077,0.1565,0.2357,1,4.0564,0.1286,0.0041,582,2025-10-18T21:53:54.976071
581,25,4,4.1341,2.4903,0.6567,0.9871,0.6077,0.1565,0.2358,1,4.0879,0.1600,0.0035,583,2025-10-18T21:53:54.996785
582,25,5,4.1611,2.5067,0.6610,0.9935,0.6077,0.1565,0.2358,1,4.1149,0.1870,0.0030,584,2025-10-18T21:53:55.016845
583,25,6,4.1844,2.5208,0.6646,0.9990,0.6077,0.1565,0.2358,1,4.1382,0.2103,0.0026,585,2025-10-18T21:53:55.037224
584,25,7,4.2047,2.5331,0.6678,1.0037,0.6077,0.1565,0.2358,1,4.1585,0.2306,0.0022,586,2025-10-18T21:53:55.057199
585,25,8,4.2223,2.5439,0.6705,1.0079,0.6077,0.1565,0.2358,1,4.1761,0.2482,0.0020,587,2025-10-18T21:53:55.077011
586,25,9,4.2377,2.5533,0.6730,1.0115,0.6077,0.1565,0.2358,1,4.1915,0.2637,0.0017,588,2025-10-18T21:53:55.096969
587,25,10,4.2513,2.5615,0.6751,1.0147,0.6076,0.1565,0.2359,1,4.2051,0.2773,0.0015,589,2025-10-18T21:53:55.116877
588,25,11,4.2634,2.5689,0.6770,1.0176,0.6076,0.1565,0.2359,1,4.2172,0.2894,0.0013,590,2025-10-18T21:53:55.136857
589,25,12,4.2743,2.5754,0.6787,1.0201,0.6076,0.1565,0.2359,1,4.2281,0.3002,0.0012,591,2025-10-18T21:53:55.156709
590,25,13,4.2840,2.5813,0.6802,1.0224,0.6076,0.1565,0.2359,1,4.2378,0.3099,0.0011,592,2025-10-18T21:53:55.176385
591,25,14,4.2928,2.5867,0.6816,1.0245,0.6076,0.1565,0.2359,1,4.2466,0.3187,0.0010,593,2025-10-18T21:53:55.196133
592,25,15,4.3008,2.5916,0.6828,1.0264,0.6076,0.1565,0.2360,1,4.2546,0.3267,0.0009,594,2025-10-18T21:53:55.215798
593,25,16,4.3082,2.5961,0.6840,1.0281,0.6076,0.1565,0.2360,1,4.2620,0.3341,0.0008,595,2025-10-18T21:53:55.234893
594,25,17,4.3151,2.6002,0.6851,1.0298,0.6076,0.1565,0.2360,1,4.2689,0.3410,0.0008,596,2025-10-18T21:53:55.253912
595,25,18,4.3215,2.6041,0.6861,1.0313,0.6075,0.1565,0.2360,1,4.2753,0.3474,0.0007,597,2025-10-18T21:53:55.273461
596,25,19,4.3276,2.6078,0.6870,1.0327,0.6075,0.1564,0.2360,1,4.2814,0.3535,0.0007,598,2025-10-18T21:53:55.292400
597,25,20,4.3333,2.6113,0.6879,1.0341,0.6075,0.1564,0.2360,1,4.2871,0.3592,0.0006,599,2025-10-18T21:53:55.311805
598,25,21,4.3388,2.6146,0.6888,1.0354,0.6075,0.1564,0.2361,1,4.2926,0.3647,0.0006,600,2025-10-18T21:53:55.331022
599,25,22,4.3442,2.6179,0.6896,1.0366,0.6075,0.1564,0.2361,1,4.2980,0.3701,0.0006,601,2025-10-18T21:53:55.350272
600,25,23,4.3770,2.6379,0.6947,1.0444,0.6075,0.1564,0.2361,1,4.3308,0.4030,0.0069,602,2025-10-18T21:53:55.370061
601,26,0,4.4394,2.6760,0.7044,1.0589,0.6144,0.1547,0.2309,1,4.3932,0.0000,0.0072,603,2025-10-18T21:53:55.389831
602,26,1,4.4996,2.7130,0.7138,1.0729,0.6144,0.1547,0.2309,1,4.4534,0.0603,0.0062,604,2025-10-18T21:53:55.409206
603,26,2,4.5513,2.7448,0.7218,1.0848,0.6144,0.1547,0.2309,1,4.5051,0.1120,0.0052,605,2025-10-18T21:53:55.428333
604,26,3,4.5947,2.7714,0.7285,1.0948,0.6144,0.1547,0.2309,1,4.5485,0.1554,0.0043,606,2025-10-18T21:53:55.447826
605,26,4,4.6311,2.7938,0.7341,1.1032,0.6143,0.1547,0.2310,1,4.5849,0.1918,0.0036,607,2025-10-18T21:53:55.467793
606,26,5,4.6616,2.8125,0.7388,1.1103,0.6143,0.1547,0.2310,1,4.6154,0.2223,0.0030,608,2025-10-18T21:53:55.487990
607,26,6,4.6873,2.8283,0.7428,1.1162,0.6143,0.1547,0.2310,1,4.6411,0.2479,0.0025,609,2025-10-18T21:53:55.508031
608,26,7,4.7087,2.8414,0.7461,1.1211,0.6143,0.1547,0.2310,1,4.6625,0.2693,0.0021,610,2025-10-18T21:53:55.527763
609,26,8,4.7265,2.8524,0.7489,1.1253,0.6143,0.1547,0.2310,1,4.6803,0.2871,0.0017,611,2025-10-18T21:53:55.547515
610,26,9,4.7413,2.8614,0.7511,1.1287,0.6143,0.1547,0.2310,1,4.6951,0.3019,0.0014,612,2025-10-18T21:53:55.567534
611,26,10,4.7535,2.8690,0.7530,1.1315,0.6143,0.1547,0.2311,1,4.7073,0.3141,0.0012,613,2025-10-18T21:53:55.587611
612,26,11,4.7635,2.8751,0.7546,1.1338,0.6142,0.1547,0.2311,1,4.7173,0.3242,0.0009,614,2025-10-18T21:53:55.608050
613,26,12,4.7717,2.8802,0.7559,1.1357,0.6142,0.1547,0.2311,1,4.7255,0.3324,0.0008,615,2025-10-18T21:53:55.626971
614,26,13,4.7784,2.8843,0.7569,1.1373,0.6142,0.1547,0.2311,1,4.7322,0.3391,0.0006,616,2025-10-18T21:53:55.646424
615,26,14,4.7838,2.8876,0.7577,1.1385,0.6142,0.1547,0.2311,1,4.7376,0.3444,0.0005,617,2025-10-18T21:53:55.666334
616,26,15,4.7882,2.8903,0.7584,1.1395,0.6142,0.1547,0.2312,1,4.7420,0.3488,0.0004,618,2025-10-18T21:53:55.685255
617,26,16,4.7919,2.8926,0.7590,1.1404,0.6142,0.1547,0.2312,1,4.7457,0.3526,0.0004,619,2025-10-18T21:53:55.705484
618,26,17,4.7954,2.8947,0.7595,1.1412,0.6142,0.1547,0.2312,1,4.7492,0.3560,0.0003,620,2025-10-18T21:53:55.725684
619,26,18,4.7987,2.8967,0.7600,1.1419,0.6142,0.1546,0.2312,1,4.7525,0.3593,0.0003,621,2025-10-18T21:53:55.745649
620,26,19,4.8019,2.8987,0.7605,1.1427,0.6141,0.1546,0.2312,1,4.7557,0.3625,0.0003,622,2025-10-18T21:53:55.765587
621,26,20,4.8049,2.9005,0.7610,1.1434,0.6141,0.1546,0.2312,1,4.7587,0.3655,0.0003,623,2025-10-18T21:53:55.785353
622,26,21,4.8078,2.9023,0.7614,1.1440,0.6141,0.1546,0.2312,1,4.7616,0.3684,0.0003,624,2025-10-18T21:53:55.805361
623,26,22,4.8106,2.9040,0.7619,1.1447,0.6141,0.1546,0.2312,1,4.7644,0.3712,0.0003,625,2025-10-18T21:53:55.826193
624,26,23,4.8420,2.9233,0.7667,1.1520,0.6141,0.1546,0.2313,1,4.7958,0.4027,0.0062,626,2025-10-18T21:53:55.846732
625,27,0,4.8963,2.9561,0.7753,1.1648,0.5918,0.1632,0.2450,1,4.8501,0.0000,0.0049,627,2025-10-18T21:53:55.867616
626,27,1,4.9409,2.9825,0.7826,1.1758,0.5918,0.1632,0.2450,1,4.8947,0.0446,0.0041,628,2025-10-18T21:53:55.888409
627,27,2,4.9787,3.0049,0.7888,1.1850,0.5918,0.1632,0.2450,1,4.9325,0.0824,0.0035,629,2025-10-18T21:53:55.909506
628,27,3,5.0111,3.0240,0.7941,1.1930,0.5918,0.1632,0.2450,1,4.9649,0.1148,0.0030,630,2025-10-18T21:53:55.931721
629,27,4,5.0389,3.0405,0.7986,1.1998,0.5918,0.1632,0.2450,1,4.9927,0.1426,0.0025,631,2025-10-18T21:53:55.953535
630,27,5,5.0629,3.0547,0.8025,1.2057,0.5918,0.1632,0.2451,1,5.0167,0.1666,0.0022,632,2025-10-18T21:53:55.974462
631,27,6,5.0838,3.0671,0.8059,1.2108,0.5917,0.1632,0.2451,1,5.0376,0.1875,0.0019,633,2025-10-18T21:53:55.994299
632,27,7,5.1021,3.0779,0.8089,1.2153,0.5917,0.1632,0.2451,1,5.0559,0.2058,0.0017,634,2025-10-18T21:53:56.014276
633,27,8,5.1182,3.0874,0.8115,1.2192,0.5917,0.1632,0.2451,1,5.0720,0.2219,0.0015,635,2025-10-18T21:53:56.034278
634,27,9,5.1323,3.0958,0.8138,1.2227,0.5917,0.1632,0.2451,1,5.0861,0.2360,0.0013,636,2025-10-18T21:53:56.054411
635,27,10,5.1448,3.1032,0.8159,1.2257,0.5917,0.1632,0.2451,1,5.0986,0.2485,0.0011,637,2025-10-18T21:53:56.074780
636,27,11,5.1560,3.1098,0.8177,1.2285,0.5917,0.1632,0.2452,1,5.1098,0.2597,0.0010,638,2025-10-18T21:53:56.094809
637,27,12,5.1662,3.1158,0.8194,1.2310,0.5917,0.1632,0.2452,1,5.1200,0.2699,0.0009,639,2025-10-18T21:53:56.115313
638,27,13,5.1754,3.1213,0.8209,1.2333,0.5917,0.1631,0.2452,1,5.1292,0.2792,0.0009,640,2025-10-18T21:53:56.135404
639,27,14,5.1839,3.1263,0.8223,1.2353,0.5916,0.1631,0.2452,1,5.1377,0.2876,0.0008,641,2025-10-18T21:53:56.156870
640,27,15,5.1917,3.1309,0.8235,1.2372,0.5916,0.1631,0.2452,1,5.1455,0.2954,0.0007,642,2025-10-18T21:53:56.178855
641,27,16,5.1990,3.1352,0.8247,1.2390,0.5916,0.1631,0.2452,1,5.1528,0.3027,0.0007,643,2025-10-18T21:53:56.199507
642,27,17,5.2058,3.1393,0.8258,1.2407,0.5916,0.1631,0.2453,1,5.1596,0.3095,0.0006,644,2025-10-18T21:53:56.219634
643,27,18,5.2122,3.1431,0.8269,1.2423,0.5916,0.1631,0.2453,1,5.1660,0.3159,0.0006,645,2025-10-18T21:53:56.239442
644,27,19,5.2183,3.1467,0.8279,1.2438,0.5916,0.1631,0.2453,1,5.1721,0.3220,0.0006,646,2025-10-18T21:53:56.259386
645,27,20,5.2241,3.1501,0.8288,1.2452,0.5916,0.1631,0.2453,1,5.1779,0.3278,0.0005,647,2025-10-18T21:53:56.279185
646,27,21,5.2296,3.1534,0.8297,1.2465,0.5916,0.1631,0.2453,1,5.1834,0.3334,0.0005,648,2025-10-18T21:53:56.299604
647,27,22,5.2350,3.1566,0.8306,1.2479,0.5915,0.1631,0.2453,1,5.1888,0.3387,0.0005,649,2025-10-18T21:53:56.319702
648,27,23,5.2663,3.1750,0.8357,1.2555,0.5915,0.1631,0.2454,1,5.2201,0.3700,0.0054,650,2025-10-18T21:53:56.340771
649,28,0,5.3242,3.2096,0.8451,1.2696,0.5993,0.1597,0.2410,1,5.2780,0.0000,0.0055,651,2025-10-18T21:53:56.360997
650,28,1,5.3795,3.2427,0.8539,1.2830,0.5993,0.1597,0.2410,1,5.3333,0.0553,0.0048,652,2025-10-18T21:53:56.380929
651,28,2,5.4276,3.2715,0.8616,1.2945,0.5993,0.1597,0.2410,1,5.3814,0.1034,0.0041,653,2025-10-18T21:53:56.400599
652,28,3,5.4689,3.2963,0.8682,1.3045,0.5993,0.1597,0.2410,1,5.4227,0.1447,0.0035,654,2025-10-18T21:53:56.420717
653,28,4,5.5045,3.3176,0.8738,1.3131,0.5993,0.1597,0.2411,1,5.4583,0.1802,0.0030,655,2025-10-18T21:53:56.440234
654,28,5,5.5351,3.3360,0.8787,1.3205,0.5992,0.1597,0.2411,1,5.4889,0.2109,0.0026,656,2025-10-18T21:53:56.459473
655,28,6,5.5615,3.3517,0.8829,1.3268,0.5992,0.1597,0.2411,1,5.5153,0.2372,0.0022,657,2025-10-18T21:53:56.479091
656,28,7,5.5835,3.3650,0.8865,1.3321,0.5992,0.1597,0.2411,1,5.5373,0.2593,0.0018,658,2025-10-18T21:53:56.498947
657,28,8,5.6018,3.3759,0.8894,1.3365,0.5992,0.1597,0.2411,1,5.5556,0.2775,0.0015,659,2025-10-18T21:53:56.518723
658,28,9,5.6167,3.3848,0.8918,1.3401,0.5992,0.1597,0.2412,1,5.5705,0.2925,0.0012,660,2025-10-18T21:53:56.539525
659,28,10,5.6290,3.3922,0.8937,1.3431,0.5992,0.1596,0.2412,1,5.5828,0.3047,0.0010,661,2025-10-18T21:53:56.562298
660,28,11,5.6389,3.3981,0.8953,1.3455,0.5991,0.1596,0.2412,1,5.5927,0.3147,0.0008,662,2025-10-18T21:53:56.582249
661,28,12,5.6469,3.4029,0.8966,1.3474,0.5991,0.1596,0.2412,1,5.6007,0.3226,0.0006,663,2025-10-18T21:53:56.602604
662,28,13,5.6532,3.4067,0.8976,1.3489,0.5991,0.1596,0.2413,1,5.6070,0.3290,0.0005,664,2025-10-18T21:53:56.622807
663,28,14,5.6582,3.4097,0.8984,1.3501,0.5991,0.1596,0.2413,1,5.6120,0.3339,0.0004,665,2025-10-18T21:53:56.643601
664,28,15,5.6619,3.4119,0.8990,1.3510,0.5991,0.1596,0.2413,1,5.6157,0.3377,0.0003,666,2025-10-18T21:53:56.666175
665,28,16,5.6647,3.4136,0.8994,1.3517,0.5990,0.1596,0.2413,1,5.6185,0.3404,0.0002,667,2025-10-18T21:53:56.686599
666,28,17,5.6666,3.4147,0.8997,1.3522,0.5990,0.1596,0.2414,1,5.6204,0.3424,0.0001,668,2025-10-18T21:53:56.707506
667,28,18,5.6680,3.4156,0.9000,1.3525,0.5990,0.1596,0.2414,1,5.6218,0.3438,0.0001,669,2025-10-18T21:53:56.727936
668,28,19,5.6690,3.4161,0.9001,1.3527,0.5990,0.1596,0.2414,1,5.6228,0.3447,0.0001,670,2025-10-18T21:53:56.748609
669,28,20,5.6695,3.4165,0.9002,1.3529,0.5990,0.1596,0.2414,1,5.6233,0.3453,0.0000,671,2025-10-18T21:53:56.768659
670,28,21,5.6701,3.4168,0.9003,1.3530,0.5990,0.1596,0.2415,1,5.6239,0.3459,0.0001,672,2025-10-18T21:53:56.789482
671,28,22,5.6712,3.4174,0.9004,1.3533,0.5990,0.1596,0.2415,1,5.6250,0.3469,0.0001,673,2025-10-18T21:53:56.810023
672,28,23,5.6994,3.4344,0.9050,1.3601,0.5989,0.1596,0.2415,1,5.6532,0.3752,0.0049,674,2025-10-18T21:53:56.830736
673,29,0,5.7557,3.4682,0.9139,1.3736,0.6019,0.1586,0.2395,1,5.7095,0.0000,0.0050,675,2025-10-18T21:53:56.851557
674,29,1,5.8094,3.5004,0.9224,1.3865,0.6000,0.1579,0.2421,1,5.7632,0.0537,0.0043,676,2025-10-18T21:53:56.871763
675,29,2,5.8560,3.5284,0.9298,1.3978,0.6000,0.1579,0.2421,1,5.8098,0.1003,0.0037,677,2025-10-18T21:53:56.892151
676,29,3,5.8959,3.5523,0.9361,1.4075,0.6000,0.1579,0.2421,1,5.8497,0.1402,0.0031,678,2025-10-18T21:53:56.912173
677,29,4,5.9301,3.5728,0.9415,1.4158,0.6000,0.1579,0.2421,1,5.8839,0.1744,0.0027,679,2025-10-18T21:53:56.931947
678,29,5,5.9594,3.5904,0.9461,1.4229,0.6000,0.1579,0.2421,1,5.9132,0.2037,0.0023,680,2025-10-18T21:53:56.951095
679,29,6,5.9845,3.6055,0.9501,1.4289,0.5999,0.1579,0.2422,1,5.9383,0.2288,0.0019,681,2025-10-18T21:53:56.970860
680,29,7,6.0061,3.6185,0.9535,1.4342,0.5999,0.1579,0.2422,1,5.9599,0.2504,0.0017,682,2025-10-18T21:53:56.990634
681,29,8,6.0249,3.6297,0.9564,1.4387,0.5999,0.1579,0.2422,1,5.9787,0.2692,0.0014,683,2025-10-18T21:53:57.010346
682,29,9,6.0412,3.6395,0.9590,1.4427,0.5999,0.1579,0.2422,1,5.9950,0.2855,0.0013,684,2025-10-18T21:53:57.030372
683,29,10,6.0554,3.6480,0.9613,1.4461,0.5999,0.1579,0.2423,1,6.0092,0.2997,0.0011,685,2025-10-18T21:53:57.053974
684,29,11,6.0678,3.6555,0.9632,1.4491,0.5999,0.1579,0.2423,1,6.0216,0.3121,0.0010,686,2025-10-18T21:53:57.074131
685,29,12,6.0789,3.6621,0.9650,1.4518,0.5998,0.1579,0.2423,1,6.0327,0.3232,0.0009,687,2025-10-18T21:53:57.094475
686,29,13,6.0887,3.6680,0.9665,1.4542,0.5998,0.1579,0.2423,1,6.0425,0.3330,0.0008,688,2025-10-18T21:53:57.114896
687,29,14,6.0975,3.6733,0.9679,1.4563,0.5998,0.1579,0.2423,1,6.0513,0.3418,0.0007,689,2025-10-18T21:53:57.134857
688,29,15,6.1055,3.6781,0.9692,1.4582,0.5998,0.1578,0.2424,1,6.0593,0.3498,0.0006,690,2025-10-18T21:53:57.154638
689,29,16,6.1127,3.6824,0.9703,1.4600,0.5998,0.1578,0.2424,1,6.0665,0.3570,0.0006,691,2025-10-18T21:53:57.174359
690,29,17,6.1194,3.6864,0.9714,1.4616,0.5998,0.1578,0.2424,1,6.0732,0.3637,0.0005,692,2025-10-18T21:53:57.194206
691,29,18,6.1255,3.6901,0.9723,1.4631,0.5998,0.1578,0.2424,1,6.0793,0.3698,0.0005,693,2025-10-18T21:53:57.214058
692,29,19,6.1313,3.6935,0.9732,1.4645,0.5997,0.1578,0.2424,1,6.0851,0.3756,0.0005,694,2025-10-18T21:53:57.234345
693,29,20,6.1366,3.6968,0.9741,1.4658,0.5997,0.1578,0.2424,1,6.0904,0.3809,0.0004,695,2025-10-18T21:53:57.254762
694,29,21,6.1417,3.6998,0.9749,1.4670,0.5997,0.1578,0.2425,1,6.0955,0.3860,0.0004,696,2025-10-18T21:53:57.275571
695,29,22,6.1465,3.7027,0.9756,1.4682,0.5997,0.1578,0.2425,1,6.1003,0.3908,0.0004,697,2025-10-18T21:53:57.295770
696,29,23,6.1802,3.7229,0.9809,1.4764,0.5997,0.1578,0.2425,1,6.1340,0.4245,0.0051,698,2025-10-18T21:53:57.315586
697,30,0,6.2455,3.7625,0.9911,1.4919,0.6114,0.1538,0.2348,1,6.1993,0.0000,0.0054,699,2025-10-18T21:53:57.335626
698,30,1,6.3095,3.8016,1.0010,1.5070,0.6114,0.1538,0.2349,1,6.2633,0.0639,0.0047,700,2025-10-18T21:53:57.355411
699,30,2,6.3652,3.8356,1.0095,1.5201,0.6114,0.1538,0.2349,1,6.3190,0.1197,0.0041,701,2025-10-18T21:53:57.375344
700,30,3,6.4130,3.8649,1.0169,1.5313,0.6114,0.1538,0.2349,1,6.3668,0.1675,0.0034,702,2025-10-18T21:53:57.395933
701,30,4,6.4539,3.8899,1.0232,1.5409,0.6113,0.1537,0.2349,1,6.4077,0.2084,0.0029,703,2025-10-18T21:53:57.416576
702,30,5,6.4889,3.9113,1.0285,1.5491,0.6113,0.1537,0.2349,1,6.4427,0.2434,0.0025,704,2025-10-18T21:53:57.436252
703,30,6,6.5191,3.9297,1.0332,1.5562,0.6113,0.1537,0.2349,1,6.4729,0.2735,0.0021,705,2025-10-18T21:53:57.456712
704,30,7,6.5450,3.9455,1.0372,1.5623,0.6113,0.1537,0.2350,1,6.4988,0.2995,0.0018,706,2025-10-18T21:53:57.476923
705,30,8,6.5674,3.9592,1.0406,1.5675,0.6113,0.1537,0.2350,1,6.5212,0.3218,0.0016,707,2025-10-18T21:53:57.497461
706,30,9,6.5867,3.9710,1.0436,1.5721,0.6113,0.1537,0.2350,1,6.5405,0.3412,0.0014,708,2025-10-18T21:53:57.517717
707,30,10,6.6035,3.9813,1.0462,1.5760,0.6113,0.1537,0.2350,1,6.5573,0.3579,0.0012,709,2025-10-18T21:53:57.538681
708,30,11,6.6180,3.9902,1.0484,1.5794,0.6113,0.1537,0.2350,1,6.5718,0.3725,0.0010,710,2025-10-18T21:53:57.559677
709,30,12,6.6307,3.9979,1.0503,1.5824,0.6112,0.1537,0.2350,1,6.5845,0.3852,0.0009,711,2025-10-18T21:53:57.581970
710,30,13,6.6419,4.0047,1.0521,1.5851,0.6112,0.1537,0.2351,1,6.5957,0.3963,0.0008,712,2025-10-18T21:53:57.603001
711,30,14,6.6511,4.0104,1.0535,1.5872,0.6112,0.1537,0.2351,1,6.6049,0.4055,0.0006,713,2025-10-18T21:53:57.626372
712,30,15,6.6585,4.0149,1.0546,1.5890,0.6112,0.1537,0.2351,1,6.6123,0.4129,0.0005,714,2025-10-18T21:53:57.646922
713,30,16,6.6644,4.0185,1.0555,1.5903,0.6112,0.1537,0.2351,1,6.6182,0.4188,0.0004,715,2025-10-18T21:53:57.667147
714,30,17,6.6689,4.0213,1.0562,1.5914,0.6112,0.1537,0.2352,1,6.6227,0.4234,0.0003,716,2025-10-18T21:53:57.687755
715,30,18,6.6724,4.0234,1.0567,1.5922,0.6111,0.1537,0.2352,1,6.6262,0.4268,0.0002,717,2025-10-18T21:53:57.708519
716,30,19,6.6749,4.0249,1.0571,1.5928,0.6111,0.1537,0.2352,1,6.6287,0.4293,0.0002,718,2025-10-18T21:53:57.729226
717,30,20,6.6766,4.0260,1.0574,1.5932,0.6111,0.1537,0.2352,1,6.6304,0.4311,0.0001,719,2025-10-18T21:53:57.749707
718,30,21,6.6777,4.0266,1.0576,1.5935,0.6111,0.1537,0.2352,1,6.6315,0.4321,0.0001,720,2025-10-18T21:53:57.769705
719,30,22,6.6781,4.0269,1.0576,1.5936,0.6111,0.1537,0.2353,1,6.6319,0.4326,0.0000,721,2025-10-18T21:53:57.790093
720,30,23,6.7110,4.0470,1.0627,1.6013,0.6110,0.1537,0.2353,1,6.6648,0.4654,0.0049,722,2025-10-18T21:53:57.809745
721,31,0,6.7744,4.0858,1.0724,1.6162,0.6117,0.1539,0.2344,1,6.7282,0.0000,0.0045,723,2025-10-18T21:53:57.829640
722,31,1,6.8316,4.1208,1.0812,1.6296,0.6117,0.1539,0.2344,1,6.7854,0.0572,0.0039,724,2025-10-18T21:53:57.849058
723,31,2,6.8805,4.1507,1.0888,1.6411,0.6117,0.1539,0.2345,1,6.8343,0.1061,0.0033,725,2025-10-18T21:53:57.868680
724,31,3,6.9221,4.1761,1.0952,1.6508,0.6117,0.1539,0.2345,1,6.8759,0.1477,0.0028,726,2025-10-18T21:53:57.888073
725,31,4,6.9578,4.1979,1.1006,1.6592,0.6117,0.1538,0.2345,1,6.9116,0.1834,0.0024,727,2025-10-18T21:53:57.907907
726,31,5,6.9884,4.2167,1.1054,1.6664,0.6116,0.1538,0.2345,1,6.9422,0.2140,0.0020,728,2025-10-18T21:53:57.927681
727,31,6,7.0147,4.2328,1.1094,1.6726,0.6116,0.1538,0.2345,1,6.9685,0.2403,0.0017,729,2025-10-18T21:53:57.947438
728,31,7,7.0373,4.2466,1.1129,1.6779,0.6116,0.1538,0.2345,1,6.9911,0.2629,0.0015,730,2025-10-18T21:53:57.967692
729,31,8,7.0568,4.2585,1.1159,1.6824,0.6116,0.1538,0.2346,1,7.0106,0.2824,0.0013,731,2025-10-18T21:53:57.988269
730,31,9,7.0735,4.2687,1.1185,1.6863,0.6116,0.1538,0.2346,1,7.0273,0.2991,0.0011,732,2025-10-18T21:53:58.008935
731,31,10,7.0879,4.2775,1.1207,1.6897,0.6116,0.1538,0.2346,1,7.0417,0.3135,0.0009,733,2025-10-18T21:53:58.028242
732,31,11,7.1005,4.2852,1.1226,1.6927,0.6116,0.1538,0.2346,1,7.0543,0.3261,0.0008,734,2025-10-18T21:53:58.047963
733,31,12,7.1117,4.2921,1.1243,1.6953,0.6116,0.1538,0.2346,1,7.0655,0.3372,0.0007,735,2025-10-18T21:53:58.067653
734,31,13,7.1215,4.2981,1.1258,1.6976,0.6115,0.1538,0.2346,1,7.0753,0.3471,0.0006,736,2025-10-18T21:53:58.087690
735,31,14,7.1301,4.3034,1.1272,1.6996,0.6115,0.1538,0.2347,1,7.0839,0.3557,0.0006,737,2025-10-18T21:53:58.108498
736,31,15,7.1378,4.3080,1.1283,1.7014,0.6115,0.1538,0.2347,1,7.0916,0.3633,0.0005,738,2025-10-18T21:53:58.129040
737,31,16,7.1446,4.3122,1.1294,1.7030,0.6115,0.1538,0.2347,1,7.0984,0.3702,0.0005,739,2025-10-18T21:53:58.149144
738,31,17,7.1508,4.3160,1.1303,1.7045,0.6115,0.1538,0.2347,1,7.1046,0.3763,0.0004,740,2025-10-18T21:53:58.169033
739,31,18,7.1564,4.3194,1.1312,1.7058,0.6115,0.1538,0.2347,1,7.1102,0.3820,0.0004,741,2025-10-18T21:53:58.189460
740,31,19,7.1614,4.3225,1.1320,1.7070,0.6115,0.1538,0.2347,1,7.1152,0.3870,0.0003,742,2025-10-18T21:53:58.209898
