step,day,hour,current_growth_stage,development_index,thermal_time,photoperiod,bolting_risk,days_in_current_stage,total_days_from_planting,stage_progress_fraction,cumulative_thermal_time,daily_thermal_time,step_count,last_update
353,15,16,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,706,2025-10-17T21:54:06.353839
354,15,17,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,708,2025-10-17T21:54:06.375957
355,15,18,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,710,2025-10-17T21:54:06.398174
356,15,19,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,712,2025-10-17T21:54:06.420545
357,15,20,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,714,2025-10-17T21:54:06.442629
358,15,21,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,716,2025-10-17T21:54:06.465280
359,15,22,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,718,2025-10-17T21:54:06.487220
360,15,23,LettuceGrowthStage.FIFTH_LEAF,0.5466,546.5927,10.1115,0.1200,30,30,1.0000,546.5927,0.0000,720,2025-10-17T21:54:06.509388
361,16,0,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,722,2025-10-17T21:54:06.530981
362,16,1,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,724,2025-10-17T21:54:06.551714
363,16,2,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,726,2025-10-17T21:54:06.573540
364,16,3,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,728,2025-10-17T21:54:06.595612
365,16,4,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,730,2025-10-17T21:54:06.617835
366,16,5,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,732,2025-10-17T21:54:06.639645
367,16,6,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,734,2025-10-17T21:54:06.661274
368,16,7,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,736,2025-10-17T21:54:06.682197
369,16,8,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,738,2025-10-17T21:54:06.704459
370,16,9,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,740,2025-10-17T21:54:06.726749
371,16,10,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,742,2025-10-17T21:54:06.747652
372,16,11,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,744,2025-10-17T21:54:06.769201
373,16,12,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,746,2025-10-17T21:54:06.790983
374,16,13,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,748,2025-10-17T21:54:06.813476
375,16,14,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,750,2025-10-17T21:54:06.837243
376,16,15,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,752,2025-10-17T21:54:06.860403
377,16,16,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,754,2025-10-17T21:54:06.882323
378,16,17,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,756,2025-10-17T21:54:06.903824
379,16,18,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,758,2025-10-17T21:54:06.924018
380,16,19,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,760,2025-10-17T21:54:06.944906
381,16,20,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,762,2025-10-17T21:54:06.967107
382,16,21,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,764,2025-10-17T21:54:06.988022
383,16,22,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,766,2025-10-17T21:54:07.010145
384,16,23,LettuceGrowthStage.SIXTH_LEAF,0.5840,583.9927,9.1548,0.0000,32,32,1.0000,583.9927,0.0000,768,2025-10-17T21:54:07.032682
385,17,0,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,770,2025-10-17T21:54:07.054481
386,17,1,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,772,2025-10-17T21:54:07.074470
387,17,2,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,774,2025-10-17T21:54:07.094602
388,17,3,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,776,2025-10-17T21:54:07.114487
389,17,4,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,778,2025-10-17T21:54:07.134525
390,17,5,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,780,2025-10-17T21:54:07.155480
391,17,6,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,782,2025-10-17T21:54:07.178521
392,17,7,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,784,2025-10-17T21:54:07.199977
393,17,8,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,786,2025-10-17T21:54:07.221237
394,17,9,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,788,2025-10-17T21:54:07.242406
395,17,10,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,790,2025-10-17T21:54:07.262457
396,17,11,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,792,2025-10-17T21:54:07.282057
397,17,12,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,794,2025-10-17T21:54:07.302673
398,17,13,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,796,2025-10-17T21:54:07.323211
399,17,14,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,798,2025-10-17T21:54:07.343787
400,17,15,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,800,2025-10-17T21:54:07.364444
401,17,16,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,802,2025-10-17T21:54:07.384989
402,17,17,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,804,2025-10-17T21:54:07.405687
403,17,18,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,806,2025-10-17T21:54:07.426797
404,17,19,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,808,2025-10-17T21:54:07.449334
405,17,20,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,810,2025-10-17T21:54:07.471360
406,17,21,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,812,2025-10-17T21:54:07.492771
407,17,22,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,814,2025-10-17T21:54:07.513350
408,17,23,LettuceGrowthStage.SIXTH_LEAF,0.6220,622.0000,10.2039,0.0000,34,34,1.0000,622.0000,0.0000,816,2025-10-17T21:54:07.533889
409,18,0,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,818,2025-10-17T21:54:07.555511
410,18,1,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,820,2025-10-17T21:54:07.577201
411,18,2,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,822,2025-10-17T21:54:07.598076
412,18,3,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,824,2025-10-17T21:54:07.618265
413,18,4,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,826,2025-10-17T21:54:07.638668
414,18,5,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,828,2025-10-17T21:54:07.659159
415,18,6,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,830,2025-10-17T21:54:07.680695
416,18,7,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,832,2025-10-17T21:54:07.703813
417,18,8,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,834,2025-10-17T21:54:07.726210
418,18,9,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,836,2025-10-17T21:54:07.748108
419,18,10,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,838,2025-10-17T21:54:07.770758
420,18,11,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,840,2025-10-17T21:54:07.792018
421,18,12,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,842,2025-10-17T21:54:07.812670
422,18,13,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,844,2025-10-17T21:54:07.832704
423,18,14,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,846,2025-10-17T21:54:07.853165
424,18,15,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,848,2025-10-17T21:54:07.873617
425,18,16,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,850,2025-10-17T21:54:07.893992
426,18,17,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,852,2025-10-17T21:54:07.914034
427,18,18,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,854,2025-10-17T21:54:07.934362
428,18,19,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,856,2025-10-17T21:54:07.954267
429,18,20,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,858,2025-10-17T21:54:07.974890
430,18,21,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,860,2025-10-17T21:54:07.994567
431,18,22,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,862,2025-10-17T21:54:08.014069
432,18,23,LettuceGrowthStage.SEVENTH_LEAF,0.6589,658.8836,12.2707,0.0400,36,36,1.0000,658.8836,0.0000,864,2025-10-17T21:54:08.033638
433,19,0,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,866,2025-10-17T21:54:08.054046
434,19,1,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,868,2025-10-17T21:54:08.074423
435,19,2,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,870,2025-10-17T21:54:08.095442
436,19,3,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,872,2025-10-17T21:54:08.116389
437,19,4,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,874,2025-10-17T21:54:08.137977
438,19,5,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,876,2025-10-17T21:54:08.158501
439,19,6,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,878,2025-10-17T21:54:08.179505
440,19,7,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,880,2025-10-17T21:54:08.201813
441,19,8,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,882,2025-10-17T21:54:08.222045
442,19,9,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,884,2025-10-17T21:54:08.243038
443,19,10,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,886,2025-10-17T21:54:08.263297
444,19,11,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,888,2025-10-17T21:54:08.283840
445,19,12,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,890,2025-10-17T21:54:08.304865
446,19,13,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,892,2025-10-17T21:54:08.328523
447,19,14,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,894,2025-10-17T21:54:08.350819
448,19,15,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,896,2025-10-17T21:54:08.371521
449,19,16,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,898,2025-10-17T21:54:08.392132
450,19,17,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,900,2025-10-17T21:54:08.413190
451,19,18,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,902,2025-10-17T21:54:08.434700
452,19,19,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,904,2025-10-17T21:54:08.454705
453,19,20,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,906,2025-10-17T21:54:08.475415
454,19,21,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,908,2025-10-17T21:54:08.496411
455,19,22,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,910,2025-10-17T21:54:08.518790
456,19,23,LettuceGrowthStage.SEVENTH_LEAF,0.6979,697.8836,14.2120,0.0000,38,38,1.0000,697.8836,0.0000,912,2025-10-17T21:54:08.541002
457,20,0,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,914,2025-10-17T21:54:08.562059
458,20,1,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,916,2025-10-17T21:54:08.583190
459,20,2,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,918,2025-10-17T21:54:08.604611
460,20,3,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,920,2025-10-17T21:54:08.624679
461,20,4,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,922,2025-10-17T21:54:08.645675
462,20,5,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,924,2025-10-17T21:54:08.668122
463,20,6,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,926,2025-10-17T21:54:08.689182
464,20,7,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,928,2025-10-17T21:54:08.715362
465,20,8,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,930,2025-10-17T21:54:08.734999
466,20,9,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,932,2025-10-17T21:54:08.754624
467,20,10,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,934,2025-10-17T21:54:08.774538
468,20,11,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,936,2025-10-17T21:54:08.794184
469,20,12,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,938,2025-10-17T21:54:08.814094
470,20,13,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,940,2025-10-17T21:54:08.834155
471,20,14,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,942,2025-10-17T21:54:08.853706
472,20,15,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,944,2025-10-17T21:54:08.873325
473,20,16,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,946,2025-10-17T21:54:08.893562
474,20,17,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,948,2025-10-17T21:54:08.913892
475,20,18,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,950,2025-10-17T21:54:08.934319
476,20,19,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,952,2025-10-17T21:54:08.955638
477,20,20,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,954,2025-10-17T21:54:08.977640
478,20,21,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,956,2025-10-17T21:54:08.999055
479,20,22,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,958,2025-10-17T21:54:09.019496
480,20,23,LettuceGrowthStage.EIGHTH_LEAF,0.7369,736.8836,14.7891,0.0000,40,40,1.0000,736.8836,0.0000,960,2025-10-17T21:54:09.039431
481,21,0,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,962,2025-10-17T21:54:09.060279
482,21,1,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,964,2025-10-17T21:54:09.080677
483,21,2,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,966,2025-10-17T21:54:09.100729
484,21,3,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,968,2025-10-17T21:54:09.120674
485,21,4,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,970,2025-10-17T21:54:09.140600
486,21,5,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,972,2025-10-17T21:54:09.161497
487,21,6,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,974,2025-10-17T21:54:09.183711
488,21,7,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,976,2025-10-17T21:54:09.205303
489,21,8,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,978,2025-10-17T21:54:09.225868
490,21,9,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,980,2025-10-17T21:54:09.247283
491,21,10,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,982,2025-10-17T21:54:09.268394
492,21,11,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,984,2025-10-17T21:54:09.290791
493,21,12,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,986,2025-10-17T21:54:09.311098
494,21,13,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,988,2025-10-17T21:54:09.331190
495,21,14,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,990,2025-10-17T21:54:09.352287
496,21,15,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,992,2025-10-17T21:54:09.374130
497,21,16,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,994,2025-10-17T21:54:09.396477
498,21,17,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,996,2025-10-17T21:54:09.416973
499,21,18,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,998,2025-10-17T21:54:09.437656
500,21,19,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,1000,2025-10-17T21:54:09.459193
501,21,20,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,1002,2025-10-17T21:54:09.481400
502,21,21,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,1004,2025-10-17T21:54:09.503719
503,21,22,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,1006,2025-10-17T21:54:09.524614
504,21,23,LettuceGrowthStage.EIGHTH_LEAF,0.7743,774.2836,13.4229,0.0000,42,42,1.0000,774.2836,0.0000,1008,2025-10-17T21:54:09.546149
505,22,0,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1010,2025-10-17T21:54:09.566860
506,22,1,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1012,2025-10-17T21:54:09.587455
507,22,2,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1014,2025-10-17T21:54:09.608223
508,22,3,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1016,2025-10-17T21:54:09.630195
509,22,4,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1018,2025-10-17T21:54:09.651942
510,22,5,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1020,2025-10-17T21:54:09.673544
511,22,6,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1022,2025-10-17T21:54:09.696688
512,22,7,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1024,2025-10-17T21:54:09.719173
513,22,8,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1026,2025-10-17T21:54:09.742342
514,22,9,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1028,2025-10-17T21:54:09.764824
