step,day,hour,current_growth_stage,development_index,thermal_time,photoperiod,bolting_risk,days_in_current_stage,total_days_from_planting,stage_progress_fraction,cumulative_thermal_time,daily_thermal_time,step_count,last_update
515,22,10,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1030,2025-10-17T21:54:09.786434
516,22,11,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1032,2025-10-17T21:54:09.806380
517,22,12,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1034,2025-10-17T21:54:09.827223
518,22,13,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1036,2025-10-17T21:54:09.847108
519,22,14,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1038,2025-10-17T21:54:09.867171
520,22,15,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1040,2025-10-17T21:54:09.887102
521,22,16,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1042,2025-10-17T21:54:09.907775
522,22,17,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1044,2025-10-17T21:54:09.929365
523,22,18,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1046,2025-10-17T21:54:09.952837
524,22,19,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1048,2025-10-17T21:54:09.974348
525,22,20,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1050,2025-10-17T21:54:09.994467
526,22,21,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1052,2025-10-17T21:54:10.015066
527,22,22,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1054,2025-10-17T21:54:10.035617
528,22,23,LettuceGrowthStage.NINTH_LEAF,0.8121,812.1127,11.3046,0.0000,44,44,1.0000,812.1127,0.0000,1056,2025-10-17T21:54:10.056883
529,23,0,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1058,2025-10-17T21:54:10.079133
530,23,1,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1060,2025-10-17T21:54:10.100163
531,23,2,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1062,2025-10-17T21:54:10.121530
532,23,3,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1064,2025-10-17T21:54:10.142044
533,23,4,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1066,2025-10-17T21:54:10.162666
534,23,5,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1068,2025-10-17T21:54:10.183721
535,23,6,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1070,2025-10-17T21:54:10.204398
536,23,7,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1072,2025-10-17T21:54:10.224778
537,23,8,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1074,2025-10-17T21:54:10.245264
538,23,9,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1076,2025-10-17T21:54:10.265681
539,23,10,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1078,2025-10-17T21:54:10.286828
540,23,11,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1080,2025-10-17T21:54:10.308580
541,23,12,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1082,2025-10-17T21:54:10.329136
542,23,13,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1084,2025-10-17T21:54:10.350443
543,23,14,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1086,2025-10-17T21:54:10.373552
544,23,15,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1088,2025-10-17T21:54:10.394834
545,23,16,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1090,2025-10-17T21:54:10.416097
546,23,17,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1092,2025-10-17T21:54:10.436594
547,23,18,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1094,2025-10-17T21:54:10.457106
548,23,19,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1096,2025-10-17T21:54:10.478305
549,23,20,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1098,2025-10-17T21:54:10.500392
550,23,21,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1100,2025-10-17T21:54:10.521671
551,23,22,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1102,2025-10-17T21:54:10.544080
552,23,23,LettuceGrowthStage.NINTH_LEAF,0.8503,850.3127,9.5184,0.0000,46,46,1.0000,850.3127,0.0000,1104,2025-10-17T21:54:10.565974
553,24,0,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1106,2025-10-17T21:54:10.587484
554,24,1,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1108,2025-10-17T21:54:10.608072
555,24,2,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1110,2025-10-17T21:54:10.628559
556,24,3,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1112,2025-10-17T21:54:10.649491
557,24,4,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1114,2025-10-17T21:54:10.671684
558,24,5,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1116,2025-10-17T21:54:10.692825
559,24,6,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1118,2025-10-17T21:54:10.715193
560,24,7,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1120,2025-10-17T21:54:10.736122
561,24,8,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1122,2025-10-17T21:54:10.757654
562,24,9,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1124,2025-10-17T21:54:10.778053
563,24,10,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1126,2025-10-17T21:54:10.798522
564,24,11,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1128,2025-10-17T21:54:10.819116
565,24,12,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1130,2025-10-17T21:54:10.839700
566,24,13,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1132,2025-10-17T21:54:10.863294
567,24,14,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1134,2025-10-17T21:54:10.883752
568,24,15,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1136,2025-10-17T21:54:10.904014
569,24,16,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1138,2025-10-17T21:54:10.924844
570,24,17,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1140,2025-10-17T21:54:10.946895
571,24,18,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1142,2025-10-17T21:54:10.969137
572,24,19,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1144,2025-10-17T21:54:10.990261
573,24,20,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1146,2025-10-17T21:54:11.011677
574,24,21,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1148,2025-10-17T21:54:11.032006
575,24,22,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1150,2025-10-17T21:54:11.053347
576,24,23,LettuceGrowthStage.TENTH_LEAF,0.8885,888.5127,9.3522,0.0000,48,48,1.0000,888.5127,0.0000,1152,2025-10-17T21:54:11.075741
577,25,0,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1154,2025-10-17T21:54:11.097164
578,25,1,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1156,2025-10-17T21:54:11.117806
579,25,2,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1158,2025-10-17T21:54:11.138590
580,25,3,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1160,2025-10-17T21:54:11.160802
581,25,4,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1162,2025-10-17T21:54:11.182953
582,25,5,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1164,2025-10-17T21:54:11.204540
583,25,6,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1166,2025-10-17T21:54:11.224615
584,25,7,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1168,2025-10-17T21:54:11.245313
585,25,8,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1170,2025-10-17T21:54:11.265371
586,25,9,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1172,2025-10-17T21:54:11.285944
587,25,10,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1174,2025-10-17T21:54:11.306360
588,25,11,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1176,2025-10-17T21:54:11.329360
589,25,12,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1178,2025-10-17T21:54:11.351178
590,25,13,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1180,2025-10-17T21:54:11.373658
591,25,14,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1182,2025-10-17T21:54:11.394654
592,25,15,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1184,2025-10-17T21:54:11.416059
593,25,16,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1186,2025-10-17T21:54:11.436834
594,25,17,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1188,2025-10-17T21:54:11.457502
595,25,18,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1190,2025-10-17T21:54:11.478734
596,25,19,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1192,2025-10-17T21:54:11.500355
597,25,20,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1194,2025-10-17T21:54:11.520875
598,25,21,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1196,2025-10-17T21:54:11.540990
599,25,22,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1198,2025-10-17T21:54:11.561484
600,25,23,LettuceGrowthStage.TENTH_LEAF,0.9272,927.1964,10.9766,0.0000,50,50,1.0000,927.1964,0.0000,1200,2025-10-17T21:54:11.583522
601,26,0,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1202,2025-10-17T21:54:11.604962
602,26,1,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1204,2025-10-17T21:54:11.626169
603,26,2,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1206,2025-10-17T21:54:11.646075
604,26,3,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1208,2025-10-17T21:54:11.665886
605,26,4,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1210,2025-10-17T21:54:11.686238
606,26,5,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1212,2025-10-17T21:54:11.707340
607,26,6,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1214,2025-10-17T21:54:11.727864
608,26,7,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1216,2025-10-17T21:54:11.748912
609,26,8,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1218,2025-10-17T21:54:11.770329
610,26,9,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1220,2025-10-17T21:54:11.790895
611,26,10,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1222,2025-10-17T21:54:11.811287
612,26,11,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1224,2025-10-17T21:54:11.831396
613,26,12,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1226,2025-10-17T21:54:11.851672
614,26,13,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1228,2025-10-17T21:54:11.871587
615,26,14,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1230,2025-10-17T21:54:11.891576
616,26,15,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1232,2025-10-17T21:54:11.911988
617,26,16,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1234,2025-10-17T21:54:11.932568
618,26,17,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1236,2025-10-17T21:54:11.952664
619,26,18,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1238,2025-10-17T21:54:11.972556
620,26,19,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1240,2025-10-17T21:54:11.992003
621,26,20,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1242,2025-10-17T21:54:12.011491
622,26,21,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1244,2025-10-17T21:54:12.031102
623,26,22,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1246,2025-10-17T21:54:12.051151
624,26,23,LettuceGrowthStage.MATURE_VEGETATIVE,0.9612,961.1964,13.1092,0.0200,52,52,1.0000,961.1964,0.0000,1248,2025-10-17T21:54:12.071668
625,27,0,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1250,2025-10-17T21:54:12.091660
626,27,1,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1252,2025-10-17T21:54:12.111584
627,27,2,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1254,2025-10-17T21:54:12.131635
628,27,3,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1256,2025-10-17T21:54:12.152873
629,27,4,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1258,2025-10-17T21:54:12.174315
630,27,5,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1260,2025-10-17T21:54:12.194901
631,27,6,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1262,2025-10-17T21:54:12.215955
632,27,7,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1264,2025-10-17T21:54:12.237577
633,27,8,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1266,2025-10-17T21:54:12.257654
634,27,9,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1268,2025-10-17T21:54:12.277586
635,27,10,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1270,2025-10-17T21:54:12.297352
636,27,11,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1272,2025-10-17T21:54:12.316264
637,27,12,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1274,2025-10-17T21:54:12.335234
638,27,13,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1276,2025-10-17T21:54:12.354065
639,27,14,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1278,2025-10-17T21:54:12.372981
640,27,15,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1280,2025-10-17T21:54:12.391920
641,27,16,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1282,2025-10-17T21:54:12.411510
642,27,17,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1284,2025-10-17T21:54:12.430719
643,27,18,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1286,2025-10-17T21:54:12.449332
644,27,19,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1288,2025-10-17T21:54:12.467578
645,27,20,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1290,2025-10-17T21:54:12.485367
646,27,21,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1292,2025-10-17T21:54:12.504010
647,27,22,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1294,2025-10-17T21:54:12.522607
648,27,23,LettuceGrowthStage.MATURE_VEGETATIVE,0.9988,998.8436,14.6842,0.0200,54,54,1.0000,998.8436,0.0000,1296,2025-10-17T21:54:12.541333
649,28,0,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1298,2025-10-17T21:54:12.560699
650,28,1,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1300,2025-10-17T21:54:12.579743
651,28,2,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1302,2025-10-17T21:54:12.598825
652,28,3,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1304,2025-10-17T21:54:12.618588
653,28,4,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1306,2025-10-17T21:54:12.638772
654,28,5,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1308,2025-10-17T21:54:12.658906
655,28,6,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1310,2025-10-17T21:54:12.679622
656,28,7,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1312,2025-10-17T21:54:12.699900
657,28,8,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1314,2025-10-17T21:54:12.719795
658,28,9,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1316,2025-10-17T21:54:12.739172
659,28,10,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1318,2025-10-17T21:54:12.756244
660,28,11,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1320,2025-10-17T21:54:12.773130
661,28,12,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1322,2025-10-17T21:54:12.789964
662,28,13,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1324,2025-10-17T21:54:12.806862
663,28,14,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1326,2025-10-17T21:54:12.823630
664,28,15,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1328,2025-10-17T21:54:12.840360
665,28,16,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1330,2025-10-17T21:54:12.857210
666,28,17,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1332,2025-10-17T21:54:12.874104
667,28,18,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1334,2025-10-17T21:54:12.891967
668,28,19,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1336,2025-10-17T21:54:12.913043
669,28,20,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1338,2025-10-17T21:54:12.935079
670,28,21,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1340,2025-10-17T21:54:12.955452
671,28,22,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1342,2025-10-17T21:54:12.976638
672,28,23,LettuceGrowthStage.MATURE_VEGETATIVE,1.0000,1037.0255,14.4300,0.0200,56,56,1.0000,1037.0255,0.0000,1344,2025-10-17T21:54:12.997656
673,29,0,LettuceGrowthStage.HEAD_INITIATION,1.0000,1075.3782,12.6067,0.0200,58,58,1.0000,1075.3782,0.0000,1346,2025-10-17T21:54:13.018944
