step,day,hour,timestamp,total_respiration_rate,maintenance_respiration,growth_respiration,leaf_respiration,stem_respiration,root_respiration,cumulative_respiration,daily_respiration,temperature_factor,biomass_factor,step_count,last_update
155,7,10,2025-10-15 13:32:39.548037,0.0084,0.0052,0.0032,0.0024,0.0004,0.0024,1.4947,0.1410,1.0943,1.0000,310,2025-10-15T13:32:39.544053
156,7,11,2025-10-15 13:32:39.563849,0.0086,0.0052,0.0034,0.0024,0.0004,0.0024,1.5117,0.1580,1.0943,1.0000,312,2025-10-15T13:32:39.559822
157,7,12,2025-10-15 13:32:39.579697,0.0053,0.0052,0.0001,0.0024,0.0004,0.0024,1.5257,0.1720,1.0943,1.0000,314,2025-10-15T13:32:39.575661
158,7,13,2025-10-15 13:32:39.595323,0.0056,0.0053,0.0004,0.0024,0.0004,0.0024,1.5367,0.1830,1.0943,1.0000,316,2025-10-15T13:32:39.591485
159,7,14,2025-10-15 13:32:39.611125,0.0062,0.0053,0.0009,0.0024,0.0004,0.0025,1.5488,0.1951,1.0943,1.0000,318,2025-10-15T13:32:39.607136
160,7,15,2025-10-15 13:32:39.627132,0.0067,0.0053,0.0014,0.0025,0.0004,0.0025,1.5620,0.2083,1.0943,1.0000,320,2025-10-15T13:32:39.623059
161,7,16,2025-10-15 13:32:39.642881,0.0072,0.0054,0.0018,0.0025,0.0004,0.0025,1.5761,0.2224,1.0943,1.0000,322,2025-10-15T13:32:39.638890
162,7,17,2025-10-15 13:32:39.659716,0.0075,0.0054,0.0021,0.0025,0.0004,0.0025,1.5910,0.2373,1.0943,1.0000,324,2025-10-15T13:32:39.655639
163,7,18,2025-10-15 13:32:39.675519,0.0079,0.0055,0.0024,0.0025,0.0004,0.0025,1.6065,0.2528,1.0943,1.0000,326,2025-10-15T13:32:39.671633
164,7,19,2025-10-15 13:32:39.691031,0.0082,0.0055,0.0027,0.0025,0.0004,0.0025,1.6227,0.2690,1.0943,1.0000,328,2025-10-15T13:32:39.687048
165,7,20,2025-10-15 13:32:39.706398,0.0084,0.0055,0.0029,0.0025,0.0004,0.0025,1.6394,0.2857,1.0943,1.0000,330,2025-10-15T13:32:39.702490
166,7,21,2025-10-15 13:32:39.721767,0.0086,0.0055,0.0031,0.0025,0.0004,0.0026,1.6565,0.3028,1.0943,1.0000,332,2025-10-15T13:32:39.717951
167,7,22,2025-10-15 13:32:39.737478,0.0088,0.0055,0.0033,0.0025,0.0004,0.0026,1.6740,0.3203,1.0943,1.0000,334,2025-10-15T13:32:39.733472
168,7,23,2025-10-15 13:32:39.752992,0.0090,0.0056,0.0034,0.0025,0.0004,0.0026,1.6918,0.3381,1.0943,1.0000,336,2025-10-15T13:32:39.749011
169,8,0,2025-10-15 13:32:39.768851,0.0049,0.0049,0.0001,0.0022,0.0004,0.0023,1.7051,0.0000,0.9593,1.0000,338,2025-10-15T13:32:39.764808
170,8,1,2025-10-15 13:32:39.784438,0.0054,0.0049,0.0004,0.0023,0.0004,0.0023,1.7155,0.0104,0.9593,1.0000,340,2025-10-15T13:32:39.780440
171,8,2,2025-10-15 13:32:39.799922,0.0060,0.0050,0.0011,0.0023,0.0004,0.0023,1.7272,0.0221,0.9593,1.0000,342,2025-10-15T13:32:39.795940
172,8,3,2025-10-15 13:32:39.815485,0.0066,0.0050,0.0016,0.0023,0.0004,0.0023,1.7401,0.0350,0.9593,1.0000,344,2025-10-15T13:32:39.811496
173,8,4,2025-10-15 13:32:39.831279,0.0072,0.0051,0.0021,0.0023,0.0004,0.0023,1.7542,0.0491,0.9593,1.0000,346,2025-10-15T13:32:39.827307
174,8,5,2025-10-15 13:32:39.846810,0.0076,0.0051,0.0025,0.0023,0.0004,0.0024,1.7691,0.0641,0.9593,1.0000,348,2025-10-15T13:32:39.842899
175,8,6,2025-10-15 13:32:39.862550,0.0080,0.0051,0.0029,0.0023,0.0004,0.0024,1.7849,0.0798,0.9593,1.0000,350,2025-10-15T13:32:39.858562
176,8,7,2025-10-15 13:32:39.878292,0.0083,0.0051,0.0032,0.0024,0.0004,0.0024,1.8014,0.0963,0.9593,1.0000,352,2025-10-15T13:32:39.874259
177,8,8,2025-10-15 13:32:39.894025,0.0086,0.0052,0.0035,0.0024,0.0004,0.0024,1.8186,0.1135,0.9593,1.0000,354,2025-10-15T13:32:39.890124
178,8,9,2025-10-15 13:32:39.910010,0.0089,0.0052,0.0037,0.0024,0.0004,0.0024,1.8362,0.1311,0.9593,1.0000,356,2025-10-15T13:32:39.905990
179,8,10,2025-10-15 13:32:39.925569,0.0091,0.0052,0.0039,0.0024,0.0004,0.0024,1.8543,0.1492,0.9593,1.0000,358,2025-10-15T13:32:39.921591
180,8,11,2025-10-15 13:32:39.941513,0.0093,0.0052,0.0041,0.0024,0.0004,0.0024,1.8728,0.1677,0.9593,1.0000,360,2025-10-15T13:32:39.937536
181,8,12,2025-10-15 13:32:39.957123,0.0053,0.0052,0.0001,0.0024,0.0004,0.0024,1.8875,0.1824,0.9593,1.0000,362,2025-10-15T13:32:39.953113
182,8,13,2025-10-15 13:32:39.972854,0.0057,0.0053,0.0005,0.0024,0.0004,0.0024,1.8986,0.1935,0.9593,1.0000,364,2025-10-15T13:32:39.968863
183,8,14,2025-10-15 13:32:39.989275,0.0064,0.0053,0.0011,0.0024,0.0004,0.0025,1.9110,0.2059,0.9593,1.0000,366,2025-10-15T13:32:39.985266
184,8,15,2025-10-15 13:32:40.005031,0.0070,0.0054,0.0016,0.0025,0.0004,0.0025,1.9247,0.2196,0.9593,1.0000,368,2025-10-15T13:32:40.001111
185,8,16,2025-10-15 13:32:40.020683,0.0075,0.0054,0.0021,0.0025,0.0004,0.0025,1.9395,0.2344,0.9593,1.0000,370,2025-10-15T13:32:40.016703
186,8,17,2025-10-15 13:32:40.036636,0.0080,0.0054,0.0025,0.0025,0.0004,0.0025,1.9552,0.2501,0.9593,1.0000,372,2025-10-15T13:32:40.032621
187,8,18,2025-10-15 13:32:40.052182,0.0083,0.0055,0.0029,0.0025,0.0004,0.0025,1.9717,0.2666,0.9593,1.0000,374,2025-10-15T13:32:40.048243
188,8,19,2025-10-15 13:32:40.067829,0.0087,0.0055,0.0032,0.0025,0.0004,0.0025,1.9888,0.2838,0.9593,1.0000,376,2025-10-15T13:32:40.063809
189,8,20,2025-10-15 13:32:40.083519,0.0090,0.0055,0.0034,0.0025,0.0004,0.0026,2.0066,0.3015,0.9593,1.0000,378,2025-10-15T13:32:40.079505
190,8,21,2025-10-15 13:32:40.099103,0.0092,0.0055,0.0037,0.0025,0.0004,0.0026,2.0249,0.3198,0.9593,1.0000,380,2025-10-15T13:32:40.095179
191,8,22,2025-10-15 13:32:40.114664,0.0094,0.0056,0.0039,0.0026,0.0004,0.0026,2.0436,0.3386,0.9593,1.0000,382,2025-10-15T13:32:40.110688
192,8,23,2025-10-15 13:32:40.130874,0.0096,0.0056,0.0040,0.0026,0.0004,0.0026,2.0628,0.3577,0.9593,1.0000,384,2025-10-15T13:32:40.126937
193,9,0,2025-10-15 13:32:40.147005,0.0065,0.0064,0.0001,0.0029,0.0005,0.0030,2.0798,0.0000,1.1019,1.0000,386,2025-10-15T13:32:40.142940
194,9,1,2025-10-15 13:32:40.162750,0.0069,0.0065,0.0004,0.0030,0.0005,0.0030,2.0933,0.0135,1.1019,1.0000,388,2025-10-15T13:32:40.158782
195,9,2,2025-10-15 13:32:40.178309,0.0075,0.0065,0.0010,0.0030,0.0005,0.0030,2.1079,0.0281,1.1019,1.0000,390,2025-10-15T13:32:40.174313
196,9,3,2025-10-15 13:32:40.193977,0.0080,0.0066,0.0014,0.0030,0.0005,0.0030,2.1237,0.0438,1.1019,1.0000,392,2025-10-15T13:32:40.190026
197,9,4,2025-10-15 13:32:40.209907,0.0084,0.0066,0.0018,0.0030,0.0005,0.0031,2.1403,0.0605,1.1019,1.0000,394,2025-10-15T13:32:40.205880
198,9,5,2025-10-15 13:32:40.225453,0.0088,0.0066,0.0022,0.0030,0.0005,0.0031,2.1578,0.0780,1.1019,1.0000,396,2025-10-15T13:32:40.221486
199,9,6,2025-10-15 13:32:40.240851,0.0092,0.0067,0.0025,0.0031,0.0005,0.0031,2.1760,0.0962,1.1019,1.0000,398,2025-10-15T13:32:40.236864
200,9,7,2025-10-15 13:32:40.256315,0.0095,0.0067,0.0028,0.0031,0.0005,0.0031,2.1948,0.1150,1.1019,1.0000,400,2025-10-15T13:32:40.252340
201,9,8,2025-10-15 13:32:40.272109,0.0098,0.0067,0.0030,0.0031,0.0005,0.0031,2.2142,0.1344,1.1019,1.0000,402,2025-10-15T13:32:40.268057
202,9,9,2025-10-15 13:32:40.288090,0.0100,0.0067,0.0033,0.0031,0.0005,0.0031,2.2341,0.1543,1.1019,1.0000,404,2025-10-15T13:32:40.284124
203,9,10,2025-10-15 13:32:40.303672,0.0102,0.0068,0.0035,0.0031,0.0005,0.0031,2.2544,0.1746,1.1019,1.0000,406,2025-10-15T13:32:40.299726
204,9,11,2025-10-15 13:32:40.319398,0.0104,0.0068,0.0036,0.0031,0.0005,0.0031,2.2751,0.1953,1.1019,1.0000,408,2025-10-15T13:32:40.315429
205,9,12,2025-10-15 13:32:40.335058,0.0069,0.0068,0.0001,0.0031,0.0005,0.0031,2.2925,0.2126,1.1019,1.0000,410,2025-10-15T13:32:40.331079
206,9,13,2025-10-15 13:32:40.350689,0.0073,0.0068,0.0004,0.0031,0.0005,0.0032,2.3067,0.2268,1.1019,1.0000,412,2025-10-15T13:32:40.346698
207,9,14,2025-10-15 13:32:40.366506,0.0079,0.0069,0.0010,0.0032,0.0005,0.0032,2.3221,0.2423,1.1019,1.0000,414,2025-10-15T13:32:40.362515
208,9,15,2025-10-15 13:32:40.382161,0.0084,0.0069,0.0015,0.0032,0.0005,0.0032,2.3387,0.2589,1.1019,1.0000,416,2025-10-15T13:32:40.378198
209,9,16,2025-10-15 13:32:40.397818,0.0089,0.0070,0.0019,0.0032,0.0005,0.0032,2.3563,0.2765,1.1019,1.0000,418,2025-10-15T13:32:40.393880
210,9,17,2025-10-15 13:32:40.413312,0.0093,0.0070,0.0023,0.0032,0.0005,0.0032,2.3748,0.2950,1.1019,1.0000,420,2025-10-15T13:32:40.409354
211,9,18,2025-10-15 13:32:40.429751,0.0097,0.0070,0.0027,0.0032,0.0006,0.0033,2.3940,0.3142,1.1019,1.0000,422,2025-10-15T13:32:40.425783
212,9,19,2025-10-15 13:32:40.445330,0.0100,0.0071,0.0029,0.0032,0.0006,0.0033,2.4139,0.3341,1.1019,1.0000,424,2025-10-15T13:32:40.441370
213,9,20,2025-10-15 13:32:40.461100,0.0103,0.0071,0.0032,0.0033,0.0006,0.0033,2.4344,0.3545,1.1019,1.0000,426,2025-10-15T13:32:40.457112
214,9,21,2025-10-15 13:32:40.476825,0.0105,0.0071,0.0034,0.0033,0.0006,0.0033,2.4553,0.3755,1.1019,1.0000,428,2025-10-15T13:32:40.472784
215,9,22,2025-10-15 13:32:40.492375,0.0107,0.0071,0.0036,0.0033,0.0006,0.0033,2.4767,0.3968,1.1019,1.0000,430,2025-10-15T13:32:40.488365
216,9,23,2025-10-15 13:32:40.507956,0.0109,0.0072,0.0038,0.0033,0.0006,0.0033,2.4984,0.4186,1.1019,1.0000,432,2025-10-15T13:32:40.503978
217,10,0,2025-10-15 13:32:40.524016,0.0057,0.0056,0.0001,0.0026,0.0004,0.0026,2.5135,0.0000,0.8586,1.0000,434,2025-10-15T13:32:40.520035
218,10,1,2025-10-15 13:32:40.539529,0.0062,0.0056,0.0006,0.0026,0.0004,0.0026,2.5255,0.0120,0.8586,1.0000,436,2025-10-15T13:32:40.535531
219,10,2,2025-10-15 13:32:40.555197,0.0072,0.0057,0.0015,0.0026,0.0004,0.0026,2.5394,0.0259,0.8586,1.0000,438,2025-10-15T13:32:40.551226
220,10,3,2025-10-15 13:32:40.570805,0.0081,0.0058,0.0023,0.0026,0.0005,0.0027,2.5551,0.0416,0.8586,1.0000,440,2025-10-15T13:32:40.566815
221,10,4,2025-10-15 13:32:40.586497,0.0088,0.0058,0.0030,0.0027,0.0005,0.0027,2.5723,0.0588,0.8586,1.0000,442,2025-10-15T13:32:40.582482
222,10,5,2025-10-15 13:32:40.602185,0.0095,0.0059,0.0036,0.0027,0.0005,0.0027,2.5910,0.0774,0.8586,1.0000,444,2025-10-15T13:32:40.598208
223,10,6,2025-10-15 13:32:40.617929,0.0100,0.0059,0.0041,0.0027,0.0005,0.0027,2.6107,0.0972,0.8586,1.0000,446,2025-10-15T13:32:40.613939
224,10,7,2025-10-15 13:32:40.633695,0.0105,0.0059,0.0046,0.0027,0.0005,0.0028,2.6316,0.1180,0.8586,1.0000,448,2025-10-15T13:32:40.629717
225,10,8,2025-10-15 13:32:40.649509,0.0109,0.0060,0.0050,0.0027,0.0005,0.0028,2.6532,0.1397,0.8586,1.0000,450,2025-10-15T13:32:40.645533
226,10,9,2025-10-15 13:32:40.665168,0.0113,0.0060,0.0053,0.0028,0.0005,0.0028,2.6757,0.1622,0.8586,1.0000,452,2025-10-15T13:32:40.661174
227,10,10,2025-10-15 13:32:40.680795,0.0116,0.0060,0.0056,0.0028,0.0005,0.0028,2.6988,0.1853,0.8586,1.0000,454,2025-10-15T13:32:40.676757
228,10,11,2025-10-15 13:32:40.696806,0.0119,0.0060,0.0059,0.0028,0.0005,0.0028,2.7225,0.2090,0.8586,1.0000,456,2025-10-15T13:32:40.692825
229,10,12,2025-10-15 13:32:40.712450,0.0062,0.0061,0.0001,0.0028,0.0005,0.0028,2.7407,0.2272,0.8586,1.0000,458,2025-10-15T13:32:40.708620
230,10,13,2025-10-15 13:32:40.728615,0.0068,0.0061,0.0007,0.0028,0.0005,0.0028,2.7537,0.2402,0.8586,1.0000,460,2025-10-15T13:32:40.724600
231,10,14,2025-10-15 13:32:40.744476,0.0077,0.0062,0.0016,0.0028,0.0005,0.0029,2.7687,0.2552,0.8586,1.0000,462,2025-10-15T13:32:40.740460
232,10,15,2025-10-15 13:32:40.760375,0.0086,0.0062,0.0024,0.0029,0.0005,0.0029,2.7854,0.2719,0.8586,1.0000,464,2025-10-15T13:32:40.756341
233,10,16,2025-10-15 13:32:40.776068,0.0093,0.0063,0.0030,0.0029,0.0005,0.0029,2.8037,0.2902,0.8586,1.0000,466,2025-10-15T13:32:40.772084
234,10,17,2025-10-15 13:32:40.791869,0.0100,0.0063,0.0036,0.0029,0.0005,0.0029,2.8233,0.3098,0.8586,1.0000,468,2025-10-15T13:32:40.787870
235,10,18,2025-10-15 13:32:40.807550,0.0105,0.0064,0.0041,0.0029,0.0005,0.0029,2.8440,0.3305,0.8586,1.0000,470,2025-10-15T13:32:40.803585
236,10,19,2025-10-15 13:32:40.823062,0.0110,0.0064,0.0046,0.0029,0.0005,0.0030,2.8658,0.3523,0.8586,1.0000,472,2025-10-15T13:32:40.819064
237,10,20,2025-10-15 13:32:40.838768,0.0114,0.0064,0.0050,0.0030,0.0005,0.0030,2.8884,0.3749,0.8586,1.0000,474,2025-10-15T13:32:40.834747
238,10,21,2025-10-15 13:32:40.854578,0.0118,0.0065,0.0053,0.0030,0.0005,0.0030,2.9117,0.3982,0.8586,1.0000,476,2025-10-15T13:32:40.850560
239,10,22,2025-10-15 13:32:40.870274,0.0121,0.0065,0.0056,0.0030,0.0005,0.0030,2.9357,0.4222,0.8586,1.0000,478,2025-10-15T13:32:40.866308
240,10,23,2025-10-15 13:32:40.885845,0.0123,0.0065,0.0058,0.0030,0.0005,0.0030,2.9603,0.4467,0.8586,1.0000,480,2025-10-15T13:32:40.881917
241,11,0,2025-10-15 13:32:40.901704,0.0080,0.0079,0.0001,0.0036,0.0006,0.0037,2.9821,0.0000,1.0425,1.0000,482,2025-10-15T13:32:40.897711
242,11,1,2025-10-15 13:32:40.917284,0.0084,0.0079,0.0005,0.0036,0.0006,0.0037,2.9987,0.0166,1.0425,1.0000,484,2025-10-15T13:32:40.913253
243,11,2,2025-10-15 13:32:40.932612,0.0091,0.0080,0.0011,0.0037,0.0006,0.0037,3.0165,0.0344,1.0425,1.0000,486,2025-10-15T13:32:40.928678
244,11,3,2025-10-15 13:32:40.948407,0.0096,0.0080,0.0016,0.0037,0.0006,0.0037,3.0354,0.0533,1.0425,1.0000,488,2025-10-15T13:32:40.944409
245,11,4,2025-10-15 13:32:40.964176,0.0101,0.0081,0.0020,0.0037,0.0006,0.0037,3.0554,0.0733,1.0425,1.0000,490,2025-10-15T13:32:40.960170
246,11,5,2025-10-15 13:32:40.979815,0.0105,0.0081,0.0024,0.0037,0.0006,0.0038,3.0762,0.0941,1.0425,1.0000,492,2025-10-15T13:32:40.975835
247,11,6,2025-10-15 13:32:40.995336,0.0109,0.0082,0.0027,0.0037,0.0006,0.0038,3.0978,0.1156,1.0425,1.0000,494,2025-10-15T13:32:40.991525
248,11,7,2025-10-15 13:32:41.011136,0.0112,0.0082,0.0030,0.0038,0.0006,0.0038,3.1200,0.1379,1.0425,1.0000,496,2025-10-15T13:32:41.007138
249,11,8,2025-10-15 13:32:41.027387,0.0115,0.0082,0.0033,0.0038,0.0006,0.0038,3.1429,0.1607,1.0425,1.0000,498,2025-10-15T13:32:41.023370
250,11,9,2025-10-15 13:32:41.042993,0.0118,0.0082,0.0035,0.0038,0.0006,0.0038,3.1662,0.1841,1.0425,1.0000,500,2025-10-15T13:32:41.039025
251,11,10,2025-10-15 13:32:41.058907,0.0120,0.0083,0.0037,0.0038,0.0006,0.0038,3.1901,0.2080,1.0425,1.0000,502,2025-10-15T13:32:41.054877
252,11,11,2025-10-15 13:32:41.074927,0.0122,0.0083,0.0039,0.0038,0.0006,0.0038,3.2144,0.2323,1.0425,1.0000,504,2025-10-15T13:32:41.070916
253,11,12,2025-10-15 13:32:41.090486,0.0084,0.0083,0.0001,0.0038,0.0006,0.0038,3.2350,0.2529,1.0425,1.0000,506,2025-10-15T13:32:41.086488
254,11,13,2025-10-15 13:32:41.106008,0.0088,0.0083,0.0005,0.0038,0.0007,0.0039,3.2523,0.2702,1.0425,1.0000,508,2025-10-15T13:32:41.102044
255,11,14,2025-10-15 13:32:41.121399,0.0095,0.0084,0.0011,0.0038,0.0007,0.0039,3.2709,0.2888,1.0425,1.0000,510,2025-10-15T13:32:41.117727
256,11,15,2025-10-15 13:32:41.136882,0.0101,0.0084,0.0017,0.0039,0.0007,0.0039,3.2908,0.3087,1.0425,1.0000,512,2025-10-15T13:32:41.132890
257,11,16,2025-10-15 13:32:41.152823,0.0106,0.0085,0.0021,0.0039,0.0007,0.0039,3.3118,0.3297,1.0425,1.0000,514,2025-10-15T13:32:41.148817
258,11,17,2025-10-15 13:32:41.168435,0.0111,0.0085,0.0026,0.0039,0.0007,0.0039,3.3337,0.3516,1.0425,1.0000,516,2025-10-15T13:32:41.164437
259,11,18,2025-10-15 13:32:41.184337,0.0115,0.0086,0.0029,0.0039,0.0007,0.0040,3.3565,0.3744,1.0425,1.0000,518,2025-10-15T13:32:41.180351
260,11,19,2025-10-15 13:32:41.199953,0.0119,0.0086,0.0033,0.0039,0.0007,0.0040,3.3800,0.3979,1.0425,1.0000,520,2025-10-15T13:32:41.195970
261,11,20,2025-10-15 13:32:41.215557,0.0122,0.0086,0.0036,0.0040,0.0007,0.0040,3.4042,0.4221,1.0425,1.0000,522,2025-10-15T13:32:41.211575
262,11,21,2025-10-15 13:32:41.231347,0.0124,0.0086,0.0038,0.0040,0.0007,0.0040,3.4290,0.4468,1.0425,1.0000,524,2025-10-15T13:32:41.227383
263,11,22,2025-10-15 13:32:41.247204,0.0127,0.0087,0.0040,0.0040,0.0007,0.0040,3.4542,0.4721,1.0425,1.0000,526,2025-10-15T13:32:41.243204
264,11,23,2025-10-15 13:32:41.263198,0.0129,0.0087,0.0042,0.0040,0.0007,0.0040,3.4799,0.4978,1.0425,1.0000,528,2025-10-15T13:32:41.259149
265,12,0,2025-10-15 13:32:41.279454,0.0082,0.0082,0.0001,0.0037,0.0006,0.0038,3.5006,0.0000,0.9794,1.0000,530,2025-10-15T13:32:41.275487
266,12,1,2025-10-15 13:32:41.295115,0.0087,0.0082,0.0005,0.0038,0.0006,0.0038,3.5176,0.0170,0.9794,1.0000,532,2025-10-15T13:32:41.291129
267,12,2,2025-10-15 13:32:41.310619,0.0095,0.0083,0.0012,0.0038,0.0006,0.0038,3.5362,0.0356,0.9794,1.0000,534,2025-10-15T13:32:41.306782
268,12,3,2025-10-15 13:32:41.329009,0.0101,0.0083,0.0018,0.0038,0.0006,0.0039,3.5561,0.0555,0.9794,1.0000,536,2025-10-15T13:32:41.325020
269,12,4,2025-10-15 13:32:41.344891,0.0107,0.0084,0.0024,0.0038,0.0007,0.0039,3.5773,0.0767,0.9794,1.0000,538,2025-10-15T13:32:41.340913
270,12,5,2025-10-15 13:32:41.360696,0.0112,0.0084,0.0028,0.0039,0.0007,0.0039,3.5995,0.0989,0.9794,1.0000,540,2025-10-15T13:32:41.356695
271,12,6,2025-10-15 13:32:41.376390,0.0117,0.0084,0.0032,0.0039,0.0007,0.0039,3.6226,0.1220,0.9794,1.0000,542,2025-10-15T13:32:41.372426
272,12,7,2025-10-15 13:32:41.392292,0.0120,0.0085,0.0036,0.0039,0.0007,0.0039,3.6465,0.1459,0.9794,1.0000,544,2025-10-15T13:32:41.388300
273,12,8,2025-10-15 13:32:41.408232,0.0124,0.0085,0.0039,0.0039,0.0007,0.0039,3.6711,0.1705,0.9794,1.0000,546,2025-10-15T13:32:41.404234
274,12,9,2025-10-15 13:32:41.423866,0.0127,0.0085,0.0041,0.0039,0.0007,0.0039,3.6963,0.1957,0.9794,1.0000,548,2025-10-15T13:32:41.419838
275,12,10,2025-10-15 13:32:41.439405,0.0129,0.0085,0.0044,0.0039,0.0007,0.0040,3.7220,0.2214,0.9794,1.0000,550,2025-10-15T13:32:41.435411
276,12,11,2025-10-15 13:32:41.455191,0.0131,0.0086,0.0046,0.0039,0.0007,0.0040,3.7481,0.2476,0.9794,1.0000,552,2025-10-15T13:32:41.451149
277,12,12,2025-10-15 13:32:41.470991,0.0087,0.0086,0.0001,0.0039,0.0007,0.0040,3.7700,0.2695,0.9794,1.0000,554,2025-10-15T13:32:41.466998
278,12,13,2025-10-15 13:32:41.486692,0.0091,0.0086,0.0005,0.0040,0.0007,0.0040,3.7879,0.2873,0.9794,1.0000,556,2025-10-15T13:32:41.482696
279,12,14,2025-10-15 13:32:41.502862,0.0099,0.0087,0.0012,0.0040,0.0007,0.0040,3.8073,0.3067,0.9794,1.0000,558,2025-10-15T13:32:41.498820
280,12,15,2025-10-15 13:32:41.519118,0.0106,0.0087,0.0018,0.0040,0.0007,0.0040,3.8281,0.3275,0.9794,1.0000,560,2025-10-15T13:32:41.515025
281,12,16,2025-10-15 13:32:41.535136,0.0112,0.0088,0.0024,0.0040,0.0007,0.0041,3.8501,0.3495,0.9794,1.0000,562,2025-10-15T13:32:41.531122
282,12,17,2025-10-15 13:32:41.551089,0.0117,0.0088,0.0028,0.0040,0.0007,0.0041,3.8732,0.3726,0.9794,1.0000,564,2025-10-15T13:32:41.547079
283,12,18,2025-10-15 13:32:41.566978,0.0121,0.0089,0.0032,0.0041,0.0007,0.0041,3.8972,0.3966,0.9794,1.0000,566,2025-10-15T13:32:41.562966
284,12,19,2025-10-15 13:32:41.582681,0.0125,0.0089,0.0036,0.0041,0.0007,0.0041,3.9219,0.4213,0.9794,1.0000,568,2025-10-15T13:32:41.578678
285,12,20,2025-10-15 13:32:41.598470,0.0128,0.0089,0.0039,0.0041,0.0007,0.0041,3.9473,0.4468,0.9794,1.0000,570,2025-10-15T13:32:41.594618
286,12,21,2025-10-15 13:32:41.614080,0.0131,0.0089,0.0041,0.0041,0.0007,0.0041,3.9734,0.4728,0.9794,1.0000,572,2025-10-15T13:32:41.610079
287,12,22,2025-10-15 13:32:41.630485,0.0133,0.0090,0.0044,0.0041,0.0007,0.0041,3.9999,0.4993,0.9794,1.0000,574,2025-10-15T13:32:41.626522
288,12,23,2025-10-15 13:32:41.646339,0.0135,0.0090,0.0046,0.0041,0.0007,0.0042,4.0269,0.5263,0.9794,1.0000,576,2025-10-15T13:32:41.642373
289,13,0,2025-10-15 13:32:41.662551,0.0097,0.0096,0.0001,0.0044,0.0008,0.0045,4.0509,0.0000,1.0497,1.0000,578,2025-10-15T13:32:41.658545
290,13,1,2025-10-15 13:32:41.678288,0.0102,0.0097,0.0005,0.0044,0.0008,0.0045,4.0709,0.0200,1.0497,1.0000,580,2025-10-15T13:32:41.674265
291,13,2,2025-10-15 13:32:41.694222,0.0109,0.0097,0.0012,0.0045,0.0008,0.0045,4.0923,0.0414,1.0497,1.0000,582,2025-10-15T13:32:41.690266
292,13,3,2025-10-15 13:32:41.709804,0.0116,0.0098,0.0018,0.0045,0.0008,0.0045,4.1151,0.0642,1.0497,1.0000,584,2025-10-15T13:32:41.705802
293,13,4,2025-10-15 13:32:41.726055,0.0121,0.0098,0.0023,0.0045,0.0008,0.0046,4.1390,0.0881,1.0497,1.0000,586,2025-10-15T13:32:41.722070
294,13,5,2025-10-15 13:32:41.741714,0.0126,0.0099,0.0027,0.0045,0.0008,0.0046,4.1639,0.1131,1.0497,1.0000,588,2025-10-15T13:32:41.737677
295,13,6,2025-10-15 13:32:41.756950,0.0130,0.0099,0.0031,0.0045,0.0008,0.0046,4.1898,0.1389,1.0497,1.0000,590,2025-10-15T13:32:41.753181
296,13,7,2025-10-15 13:32:41.772512,0.0134,0.0099,0.0034,0.0046,0.0008,0.0046,4.2163,0.1654,1.0497,1.0000,592,2025-10-15T13:32:41.768572
297,13,8,2025-10-15 13:32:41.788350,0.0137,0.0100,0.0037,0.0046,0.0008,0.0046,4.2435,0.1926,1.0497,1.0000,594,2025-10-15T13:32:41.784304
298,13,9,2025-10-15 13:32:41.803991,0.0140,0.0100,0.0040,0.0046,0.0008,0.0046,4.2713,0.2204,1.0497,1.0000,596,2025-10-15T13:32:41.800019
299,13,10,2025-10-15 13:32:41.819868,0.0142,0.0100,0.0042,0.0046,0.0008,0.0046,4.2996,0.2487,1.0497,1.0000,598,2025-10-15T13:32:41.815837
300,13,11,2025-10-15 13:32:41.835640,0.0144,0.0100,0.0044,0.0046,0.0008,0.0047,4.3284,0.2775,1.0497,1.0000,600,2025-10-15T13:32:41.831728
301,13,12,2025-10-15 13:32:41.851650,0.0101,0.0101,0.0001,0.0046,0.0008,0.0047,4.3531,0.3022,1.0497,1.0000,602,2025-10-15T13:32:41.847675
302,13,13,2025-10-15 13:32:41.867617,0.0106,0.0101,0.0005,0.0046,0.0008,0.0047,4.3739,0.3230,1.0497,1.0000,604,2025-10-15T13:32:41.863671
303,13,14,2025-10-15 13:32:41.883265,0.0114,0.0102,0.0012,0.0047,0.0008,0.0047,4.3963,0.3454,1.0497,1.0000,606,2025-10-15T13:32:41.879225
304,13,15,2025-10-15 13:32:41.898954,0.0121,0.0102,0.0018,0.0047,0.0008,0.0047,4.4201,0.3692,1.0497,1.0000,608,2025-10-15T13:32:41.894959
305,13,16,2025-10-15 13:32:41.914538,0.0127,0.0103,0.0024,0.0047,0.0008,0.0048,4.4451,0.3942,1.0497,1.0000,610,2025-10-15T13:32:41.910570
306,13,17,2025-10-15 13:32:41.930934,0.0132,0.0103,0.0029,0.0047,0.0008,0.0048,4.4712,0.4203,1.0497,1.0000,612,2025-10-15T13:32:41.926968
307,13,18,2025-10-15 13:32:41.946653,0.0136,0.0104,0.0033,0.0048,0.0008,0.0048,4.4982,0.4473,1.0497,1.0000,614,2025-10-15T13:32:41.942719
308,13,19,2025-10-15 13:32:41.962486,0.0140,0.0104,0.0036,0.0048,0.0008,0.0048,4.5260,0.4751,1.0497,1.0000,616,2025-10-15T13:32:41.958501
