step,day,hour,total_nitrogen_uptake,nitrate_uptake,ammonium_uptake,amino_acid_uptake,total_nitrogen_allocation,leaf_nitrogen_allocation,stem_nitrogen_allocation,root_nitrogen_allocation,reproductive_nitrogen_allocation,total_nitrogen_remobilization,nitrogen_use_efficiency,photosynthetic_n_use_efficiency,growth_n_use_efficiency,nitrogen_stress_index,luxury_uptake_factor,nitrogen_pools,nitrogen_concentrations,uptake_rates,allocation_rates,remobilization_rates,cumulative_nitrogen_uptake,daily_nitrogen_uptake,step_count,last_update
749,32,4,2.3766,4.2500,1.1610,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3766,0.0146,1498,2025-10-17T21:54:14.526483
750,32,5,2.3801,4.2199,1.1527,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3801,0.0182,1500,2025-10-17T21:54:14.543682
751,32,6,2.3837,4.2557,1.1624,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3837,0.0218,1502,2025-10-17T21:54:14.560636
752,32,7,2.3873,4.2220,1.1532,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3873,0.0254,1504,2025-10-17T21:54:14.577912
753,32,8,2.3909,4.2496,1.1607,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3909,0.0290,1506,2025-10-17T21:54:14.595185
754,32,9,2.3946,4.2842,1.1700,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3946,0.0326,1508,2025-10-17T21:54:14.613091
755,32,10,2.3982,4.2829,1.1696,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.3982,0.0363,1510,2025-10-17T21:54:14.631089
756,32,11,2.4018,4.2962,1.1732,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4018,0.0399,1512,2025-10-17T21:54:14.649205
757,32,12,2.4055,4.3062,1.1759,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4055,0.0436,1514,2025-10-17T21:54:14.667646
758,32,13,2.4091,4.3247,1.1808,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4091,0.0472,1516,2025-10-17T21:54:14.686752
759,32,14,2.4128,4.3145,1.1780,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4128,0.0509,1518,2025-10-17T21:54:14.705701
760,32,15,2.4165,4.3354,1.1836,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4165,0.0546,1520,2025-10-17T21:54:14.723107
761,32,16,2.4202,4.3660,1.1919,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4202,0.0583,1522,2025-10-17T21:54:14.742496
762,32,17,2.4239,4.3280,1.1815,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4239,0.0619,1524,2025-10-17T21:54:14.762844
763,32,18,2.4275,4.3002,1.1738,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4275,0.0656,1526,2025-10-17T21:54:14.783557
764,32,19,2.4311,4.2328,1.1553,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4311,0.0692,1528,2025-10-17T21:54:14.804902
765,32,20,2.4347,4.2383,1.1568,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4347,0.0728,1530,2025-10-17T21:54:14.825347
766,32,21,2.4383,4.2400,1.1572,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4383,0.0764,1532,2025-10-17T21:54:14.844035
767,32,22,2.4419,4.2290,1.1541,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4419,0.0800,1534,2025-10-17T21:54:14.864267
768,32,23,2.4455,4.2152,1.1503,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4455,0.0836,1536,2025-10-17T21:54:14.883954
769,33,0,2.4489,3.8206,1.0425,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4489,0.0000,1538,2025-10-17T21:54:14.903966
770,33,1,2.4522,3.8077,1.0390,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4522,0.0032,1540,2025-10-17T21:54:14.923285
771,33,2,2.4554,3.7909,1.0344,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4554,0.0065,1542,2025-10-17T21:54:14.942170
772,33,3,2.4586,3.7541,1.0242,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4586,0.0097,1544,2025-10-17T21:54:14.962820
773,33,4,2.4618,3.7310,1.0179,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4618,0.0128,1546,2025-10-17T21:54:14.982345
774,33,5,2.4649,3.7114,1.0125,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4649,0.0160,1548,2025-10-17T21:54:15.001388
775,33,6,2.4681,3.7237,1.0158,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4681,0.0191,1550,2025-10-17T21:54:15.020311
776,33,7,2.4712,3.7308,1.0177,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4712,0.0223,1552,2025-10-17T21:54:15.039517
777,33,8,2.4744,3.8107,1.0394,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4744,0.0255,1554,2025-10-17T21:54:15.058430
778,33,9,2.4777,3.8169,1.0411,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4777,0.0287,1556,2025-10-17T21:54:15.078170
779,33,10,2.4809,3.8557,1.0516,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4809,0.0320,1558,2025-10-17T21:54:15.096719
780,33,11,2.4842,3.8981,1.0631,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4842,0.0353,1560,2025-10-17T21:54:15.116396
781,33,12,2.4875,3.9240,1.0701,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4875,0.0386,1562,2025-10-17T21:54:15.135333
782,33,13,2.4909,3.9308,1.0719,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4909,0.0419,1564,2025-10-17T21:54:15.154657
783,33,14,2.4942,3.8948,1.0620,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4942,0.0453,1566,2025-10-17T21:54:15.173841
784,33,15,2.4975,3.8577,1.0519,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.4975,0.0486,1568,2025-10-17T21:54:15.192839
785,33,16,2.5008,3.8665,1.0542,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5008,0.0518,1570,2025-10-17T21:54:15.212058
786,33,17,2.5040,3.8815,1.0583,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5040,0.0551,1572,2025-10-17T21:54:15.231069
787,33,18,2.5073,3.8559,1.0512,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5073,0.0584,1574,2025-10-17T21:54:15.249812
788,33,19,2.5106,3.8034,1.0369,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5106,0.0616,1576,2025-10-17T21:54:15.268650
789,33,20,2.5138,3.8306,1.0442,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5138,0.0649,1578,2025-10-17T21:54:15.287300
790,33,21,2.5171,3.8219,1.0418,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5171,0.0681,1580,2025-10-17T21:54:15.306022
791,33,22,2.5203,3.8182,1.0407,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5203,0.0714,1582,2025-10-17T21:54:15.325193
792,33,23,2.5235,3.8483,1.0489,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5235,0.0746,1584,2025-10-17T21:54:15.344383
793,34,0,2.5269,4.1166,1.1219,0.0000,0.0075,0.0045,0.0013,0.0018,0.0000,0.0000,1.0000,1.0000,1.0000,0.5417,1.0000,{},{},{},{},{},2.5269,0.0000,1586,2025-10-17T21:54:15.363447
